,serum,virus,replicate,concentration,fraction infectivity
0,0840-1,S-d21-D614G,1,0.05,0.9884056794384842
1,0840-1,S-d21-D614G,1,0.016666666666666666,0.999059428731398
2,0840-1,S-d21-D614G,1,0.005555555555555556,1.0137377821306026
3,0840-1,S-d21-D614G,1,0.001851851851851852,0.9097867095097715
4,0840-1,S-d21-D614G,1,0.0006172839506172839,0.9000762343862299
5,0840-1,S-d21-D614G,1,0.000205761316872428,0.7978347194899876
6,0840-1,S-d21-D614G,1,6.858710562414266e-05,0.8899839689526143
7,0840-1,S-d21-D614G,2,0.05,0.9488874808958407
8,0840-1,S-d21-D614G,2,0.016666666666666666,0.8662426746691414
9,0840-1,S-d21-D614G,2,0.005555555555555556,1.020347383930525
10,0840-1,S-d21-D614G,2,0.001851851851851852,0.9980341325272596
11,0840-1,S-d21-D614G,2,0.0006172839506172839,0.8923338034850459
12,0840-1,S-d21-D614G,2,0.000205761316872428,0.974148602137552
13,0840-1,S-d21-D614G,2,6.858710562414266e-05,0.8204017599851036
14,GF-8,S-d21-D614G,1,0.05,0.43777902953381664
15,GF-8,S-d21-D614G,1,0.016666666666666666,0.6908635536522079
16,GF-8,S-d21-D614G,1,0.005555555555555556,0.9309062341782373
17,GF-8,S-d21-D614G,1,0.001851851851851852,0.9057405373725302
18,GF-8,S-d21-D614G,1,0.0006172839506172839,0.8156591458258302
19,GF-8,S-d21-D614G,1,0.000205761316872428,0.9033696001067822
20,GF-8,S-d21-D614G,1,6.858710562414266e-05,0.9012731734952847
21,Ty1-Fc,S-d21-D614G,1,6.778,0.010800022765964213
22,Ty1-Fc,S-d21-D614G,1,2.259333333333333,0.050963589980508935
23,Ty1-Fc,S-d21-D614G,1,0.7531111111111111,0.09203267772573291
24,Ty1-Fc,S-d21-D614G,1,0.251037037037037,0.1529522547600763
25,Ty1-Fc,S-d21-D614G,1,0.08367901234567901,0.31822779247112054
26,Ty1-Fc,S-d21-D614G,1,0.027893004115226334,0.3352545930674158
27,Ty1-Fc,S-d21-D614G,1,0.009297668038408778,0.5262831151570482
28,2017-2018 Pool,S-d21-D614G,1,0.05,0.8946467341722145
29,2017-2018 Pool,S-d21-D614G,1,0.016666666666666666,1.0843055266754102
30,2017-2018 Pool,S-d21-D614G,1,0.005555555555555556,1.1780498444946748
31,2017-2018 Pool,S-d21-D614G,1,0.001851851851851852,0.9062555047354519
32,2017-2018 Pool,S-d21-D614G,1,0.0006172839506172839,0.9429293201733162
33,2017-2018 Pool,S-d21-D614G,1,0.000205761316872428,0.9247300252018852
34,2017-2018 Pool,S-d21-D614G,1,6.858710562414266e-05,0.8413932725387366
35,2017-2018 Pool,S-d21-D614G,2,0.05,0.686618551247692
36,2017-2018 Pool,S-d21-D614G,2,0.016666666666666666,0.8386161749130832
37,2017-2018 Pool,S-d21-D614G,2,0.005555555555555556,1.0867208869330491
38,2017-2018 Pool,S-d21-D614G,2,0.001851851851851852,0.9623215546129019
39,2017-2018 Pool,S-d21-D614G,2,0.0006172839506172839,0.8585042987943703
40,2017-2018 Pool,S-d21-D614G,2,0.000205761316872428,0.9608167095172869
41,2017-2018 Pool,S-d21-D614G,2,6.858710562414266e-05,0.8494898372658338
42,20/130 Ref,S-d21-D614G,1,0.025,0.00019543575896870176
43,20/130 Ref,S-d21-D614G,1,0.008333333333333333,0.022527996660061764
44,20/130 Ref,S-d21-D614G,1,0.002777777777777778,0.04712559653589542
45,20/130 Ref,S-d21-D614G,1,0.000925925925925926,0.23472988940054118
46,20/130 Ref,S-d21-D614G,1,0.00030864197530864197,0.40376340844654784
47,20/130 Ref,S-d21-D614G,1,0.000102880658436214,0.7236313755525823
48,20/130 Ref,S-d21-D614G,1,3.429355281207133e-05,0.7825084800961335
49,20/130 Ref,S-d21-D614G,2,0.025,0.004568677046383978
50,20/130 Ref,S-d21-D614G,2,0.008333333333333333,0.013138465845328818
51,20/130 Ref,S-d21-D614G,2,0.002777777777777778,0.06790058030757165
52,20/130 Ref,S-d21-D614G,2,0.000925925925925926,0.18410369317427105
53,20/130 Ref,S-d21-D614G,2,0.00030864197530864197,0.3792113350457644
54,20/130 Ref,S-d21-D614G,2,0.000102880658436214,0.6052730892807769
55,20/130 Ref,S-d21-D614G,2,3.429355281207133e-05,0.6575733600404376
56,0864-1,S-d21-D614G,1,0.05,0.00027047543026624955
57,0864-1,S-d21-D614G,1,0.016666666666666666,0.0004886334319713401
58,0864-1,S-d21-D614G,1,0.005555555555555556,0.0065492965049185154
59,0864-1,S-d21-D614G,1,0.001851851851851852,0.01819792819851991
60,0864-1,S-d21-D614G,1,0.0006172839506172839,0.14174250117817294
61,0864-1,S-d21-D614G,1,0.000205761316872428,0.5264348667050216
62,0864-1,S-d21-D614G,1,6.858710562414266e-05,0.7248061873257756
63,0864-1,S-d21-D614G,2,0.05,0.0007351258077579984
64,0864-1,S-d21-D614G,2,0.016666666666666666,0.0012640842497488485
65,0864-1,S-d21-D614G,2,0.005555555555555556,0.0011520401678334388
66,0864-1,S-d21-D614G,2,0.001851851851851852,0.021990954391135853
67,0864-1,S-d21-D614G,2,0.0006172839506172839,0.07870906382425927
68,0864-1,S-d21-D614G,2,0.000205761316872428,0.3870160490471871
69,0864-1,S-d21-D614G,2,6.858710562414266e-05,0.7270343711776817
70,0831-1,S-d21-D614G,1,0.05,-0.000287105022723849
71,0831-1,S-d21-D614G,1,0.016666666666666666,-0.00021722564574921228
72,0831-1,S-d21-D614G,1,0.005555555555555556,0.00025332044839200774
73,0831-1,S-d21-D614G,1,0.001851851851851852,0.01301412573527813
74,0831-1,S-d21-D614G,1,0.0006172839506172839,0.17818289226521172
75,0831-1,S-d21-D614G,1,0.000205761316872428,0.5337512032121289
76,0831-1,S-d21-D614G,1,6.858710562414266e-05,0.9044187769315339
77,0831-1,S-d21-D614G,2,0.05,-0.00016482860759444142
78,0831-1,S-d21-D614G,2,0.016666666666666666,-0.0001675172599942438
79,0831-1,S-d21-D614G,2,0.005555555555555556,0.0003372667958123612
80,0831-1,S-d21-D614G,2,0.001851851851851852,0.0033798392060336428
81,0831-1,S-d21-D614G,2,0.0006172839506172839,0.17654245831828025
82,0831-1,S-d21-D614G,2,0.000205761316872428,0.5666116890955324
83,0831-1,S-d21-D614G,2,6.858710562414266e-05,1.0236082632591357
84,0828-1,S-d21-D614G,1,0.05,-0.00019906600383067557
85,0828-1,S-d21-D614G,1,0.016666666666666666,-7.804216563530053e-05
86,0828-1,S-d21-D614G,1,0.005555555555555556,0.0005150355315260508
87,0828-1,S-d21-D614G,1,0.001851851851851852,0.031144790935982318
88,0828-1,S-d21-D614G,1,0.0006172839506172839,0.2159176141832109
89,0828-1,S-d21-D614G,1,0.000205761316872428,0.6748238860486891
90,0828-1,S-d21-D614G,1,6.858710562414266e-05,0.8731036189375705
91,0828-1,S-d21-D614G,2,0.05,-0.0002528676264876149
92,0828-1,S-d21-D614G,2,0.016666666666666666,-0.00018740061429623118
93,0828-1,S-d21-D614G,2,0.005555555555555556,0.006415969953133248
94,0828-1,S-d21-D614G,2,0.001851851851851852,0.06943918337663284
95,0828-1,S-d21-D614G,2,0.0006172839506172839,0.23689715237734915
96,0828-1,S-d21-D614G,2,0.000205761316872428,0.6499352320176197
97,0828-1,S-d21-D614G,2,6.858710562414266e-05,0.7859265810799404
98,0877-1,S-d21-D614G,1,0.05,0.0006568689020751776
99,0877-1,S-d21-D614G,1,0.016666666666666666,0.001343617666956798
100,0877-1,S-d21-D614G,1,0.005555555555555556,0.0014384453531499388
101,0877-1,S-d21-D614G,1,0.001851851851851852,0.06090234575911856
102,0877-1,S-d21-D614G,1,0.0006172839506172839,0.2022536528102151
103,0877-1,S-d21-D614G,1,0.000205761316872428,0.6263777377645492
104,0877-1,S-d21-D614G,1,6.858710562414266e-05,0.7803010722020696
105,0877-1,S-d21-D614G,2,0.05,6.015999624366852e-05
106,0877-1,S-d21-D614G,2,0.016666666666666666,0.00045880840051835904
107,0877-1,S-d21-D614G,2,0.005555555555555556,0.01118609769478392
108,0877-1,S-d21-D614G,2,0.001851851851851852,0.01920434448162734
109,0877-1,S-d21-D614G,2,0.0006172839506172839,0.1258407223978024
110,0877-1,S-d21-D614G,2,0.000205761316872428,0.5243322393284098
111,0877-1,S-d21-D614G,2,6.858710562414266e-05,0.7572695153516624
112,0839-1,S-d21-D614G,1,0.05,0.15499875065792598
113,0839-1,S-d21-D614G,1,0.016666666666666666,0.37874888617791524
114,0839-1,S-d21-D614G,1,0.005555555555555556,0.7921336238380854
115,0839-1,S-d21-D614G,1,0.001851851851851852,0.8509795297820085
116,0839-1,S-d21-D614G,1,0.0006172839506172839,0.6602344443239186
117,0839-1,S-d21-D614G,1,0.000205761316872428,0.8975197506089535
118,0839-1,S-d21-D614G,1,6.858710562414266e-05,0.8728822746113963
119,0839-1,S-d21-D614G,2,0.05,0.1644822742094586
120,0839-1,S-d21-D614G,2,0.016666666666666666,0.29192172645027903
121,0839-1,S-d21-D614G,2,0.005555555555555556,0.726138749410434
122,0839-1,S-d21-D614G,2,0.001851851851851852,0.7476001555962647
123,0839-1,S-d21-D614G,2,0.0006172839506172839,0.7568778218585901
124,0839-1,S-d21-D614G,2,0.000205761316872428,0.9229628847848677
125,0839-1,S-d21-D614G,2,6.858710562414266e-05,0.9538828599937781
126,0801-1,S-d21-D614G,1,0.05,0.43793951932411374
127,0801-1,S-d21-D614G,1,0.016666666666666666,0.5596195496330899
128,0801-1,S-d21-D614G,1,0.005555555555555556,0.746799647721249
129,0801-1,S-d21-D614G,1,0.001851851851851852,0.636887428762226
130,0801-1,S-d21-D614G,1,0.0006172839506172839,0.5593188240084929
131,0801-1,S-d21-D614G,1,0.000205761316872428,0.8087720864307065
132,0801-1,S-d21-D614G,1,6.858710562414266e-05,1.0810283166752297
133,0801-1,S-d21-D614G,2,0.05,0.43014612868275526
134,0801-1,S-d21-D614G,2,0.016666666666666666,0.5313476080741512
135,0801-1,S-d21-D614G,2,0.005555555555555556,0.6491299466155779
136,0801-1,S-d21-D614G,2,0.001851851851851852,0.7529244355954477
137,0801-1,S-d21-D614G,2,0.0006172839506172839,0.7199302570814313
138,0801-1,S-d21-D614G,2,0.000205761316872428,0.8057045094860625
139,0801-1,S-d21-D614G,2,6.858710562414266e-05,0.8656872646306519
140,0808-1,S-d21-D614G,1,0.05,0.48330185199965153
141,0808-1,S-d21-D614G,1,0.016666666666666666,0.5323034452266806
142,0808-1,S-d21-D614G,1,0.005555555555555556,0.6675734505369747
143,0808-1,S-d21-D614G,1,0.001851851851851852,0.6522143257803917
144,0808-1,S-d21-D614G,1,0.0006172839506172839,0.6720108971087453
145,0808-1,S-d21-D614G,1,0.000205761316872428,0.8385995870114255
146,0808-1,S-d21-D614G,1,6.858710562414266e-05,1.0193690475410158
147,0808-1,S-d21-D614G,2,0.05,0.341716705555373
148,0808-1,S-d21-D614G,2,0.016666666666666666,0.5405435768875858
149,0808-1,S-d21-D614G,2,0.005555555555555556,0.6833404289953795
150,0808-1,S-d21-D614G,2,0.001851851851851852,0.6738914122355849
151,0808-1,S-d21-D614G,2,0.0006172839506172839,0.6454349685516697
152,0808-1,S-d21-D614G,2,0.000205761316872428,0.7436526555993882
153,0808-1,S-d21-D614G,2,6.858710562414266e-05,0.9960596353889616
154,0815-1,S-d21-D614G,1,0.05,0.39425167017995216
155,0815-1,S-d21-D614G,1,0.016666666666666666,0.5552435368873865
156,0815-1,S-d21-D614G,1,0.005555555555555556,0.7282361436328955
157,0815-1,S-d21-D614G,1,0.001851851851851852,0.8044858840085891
158,0815-1,S-d21-D614G,1,0.0006172839506172839,0.6885930673191655
159,0815-1,S-d21-D614G,1,0.000205761316872428,0.9058396900070476
160,0815-1,S-d21-D614G,1,6.858710562414266e-05,1.0735005311803094
161,0815-1,S-d21-D614G,2,0.05,0.26293251622710173
162,0815-1,S-d21-D614G,2,0.016666666666666666,0.6381839275303297
163,0815-1,S-d21-D614G,2,0.005555555555555556,0.6962326208453855
164,0815-1,S-d21-D614G,2,0.001851851851851852,0.7219429204886939
165,0815-1,S-d21-D614G,2,0.0006172839506172839,0.6607456908585563
166,0815-1,S-d21-D614G,2,0.000205761316872428,0.7606131011180874
167,0815-1,S-d21-D614G,2,6.858710562414266e-05,1.01292530349379
168,0861-1,S-d21-D614G,1,0.05,0.0001859789010143332
169,0861-1,S-d21-D614G,1,0.016666666666666666,0.02024812158705001
170,0861-1,S-d21-D614G,1,0.005555555555555556,0.04798742040723992
171,0861-1,S-d21-D614G,1,0.001851851851851852,0.2787299797027698
172,0861-1,S-d21-D614G,1,0.0006172839506172839,0.44418530530323586
173,0861-1,S-d21-D614G,1,0.000205761316872428,0.7694866717006938
174,0861-1,S-d21-D614G,1,6.858710562414266e-05,0.5613896476218425
175,0861-1,S-d21-D614G,2,0.05,0.0007032995222266163
176,0861-1,S-d21-D614G,2,0.016666666666666666,0.004025240836038785
177,0861-1,S-d21-D614G,2,0.005555555555555556,0.06413330110071437
178,0861-1,S-d21-D614G,2,0.001851851851851852,0.2766756404145379
179,0861-1,S-d21-D614G,2,0.0006172839506172839,0.512352538343261
180,0861-1,S-d21-D614G,2,0.000205761316872428,0.8724230292495975
181,0861-1,S-d21-D614G,2,6.858710562414266e-05,0.5674353412451338
182,0835-1,S-d21-D614G,1,0.05,-0.00023300804839726803
183,0835-1,S-d21-D614G,1,0.016666666666666666,-0.00010815253834007485
184,0835-1,S-d21-D614G,1,0.005555555555555556,0.00028610145734315985
185,0835-1,S-d21-D614G,1,0.001851851851851852,0.01251625233015336
186,0835-1,S-d21-D614G,1,0.0006172839506172839,0.11652862661997855
187,0835-1,S-d21-D614G,1,0.000205761316872428,0.5855832110444656
188,0835-1,S-d21-D614G,1,6.858710562414266e-05,0.5221028999218124
189,0835-1,S-d21-D614G,2,0.05,-0.00013039899956177387
190,0835-1,S-d21-D614G,2,0.016666666666666666,1.3764868516009526e-05
191,0835-1,S-d21-D614G,2,0.005555555555555556,0.0004369146286558333
192,0835-1,S-d21-D614G,2,0.001851851851851852,0.02081864749283331
193,0835-1,S-d21-D614G,2,0.0006172839506172839,0.15140258162882947
194,0835-1,S-d21-D614G,2,0.000205761316872428,0.6009702375016028
